framework,arm,pack_count,seed,question_id,pack,correct,llm_tokens_in,llm_tokens_out,embed_tokens,embed_estimated,retrieval_hit,skills_used_count,error,skipped
colmena,colmena,5,2,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,4250,377,0,False,,1,,False
colmena,colmena,5,2,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,4126,260,0,False,,1,,False
colmena,colmena,5,2,salud_hosp_cirugia_lim,colmena-salud-familiar,True,4249,386,0,False,,1,,False
colmena,colmena,5,2,salud_amb_consulta_ded,colmena-salud-familiar,True,4134,271,0,False,,1,,False
colmena,colmena,5,2,salud_mat_parto_lim,colmena-salud-familiar,True,4190,330,0,False,,1,,False
colmena,colmena,5,2,mascotas_vet_cirugia_lim,colmena-mascotas,,902,264,0,False,,0,,False
colmena,colmena,5,2,mascotas_acc_fractura_ded,colmena-mascotas,,905,201,0,False,,0,,False
colmena,colmena,5,2,mascotas_acc_intoxicacion_lim,colmena-mascotas,,906,204,0,False,,0,,False
colmena,colmena,20,0,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,6571,265,0,False,,1,,False
colmena,colmena,20,0,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,6542,324,0,False,,1,,False
colmena,colmena,20,0,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,6603,288,0,False,,1,,False
colmena,colmena,20,0,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,6591,302,0,False,,1,,False
colmena,colmena,20,0,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,6638,363,0,False,,1,,False
colmena,colmena,20,0,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,6654,409,0,False,,1,,False
colmena,colmena,20,0,auto_colision_tercero_ded,colmena-auto-full,True,6624,272,0,False,,1,,False
colmena,colmena,20,0,auto_robo_total_lim,colmena-auto-full,True,6572,287,0,False,,1,,False
colmena,colmena,20,0,auto_cristal_parabrisas_ded,colmena-auto-full,True,6635,291,0,False,,1,,False
colmena,colmena,20,0,viaje_medico_hospital_lim,colmena-viaje-internacional,True,6544,297,0,False,,1,,False
colmena,colmena,20,0,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,6570,309,0,False,,1,,False
colmena,colmena,20,0,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,6553,291,0,False,,1,,False
colmena,colmena,20,0,salud_hosp_cirugia_lim,colmena-salud-familiar,True,6473,249,0,False,,1,,False
colmena,colmena,20,0,salud_amb_consulta_ded,colmena-salud-familiar,True,6467,243,0,False,,1,,False
colmena,colmena,20,0,salud_mat_parto_lim,colmena-salud-familiar,True,9307,370,0,False,,1,,False
colmena,colmena,20,0,mascotas_vet_cirugia_lim,colmena-mascotas,True,6417,243,0,False,,1,,False
colmena,colmena,20,0,mascotas_acc_fractura_ded,colmena-mascotas,True,6465,313,0,False,,1,,False
colmena,colmena,20,0,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,6412,238,0,False,,1,,False
colmena,colmena,20,1,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,6645,304,0,False,,1,,False
colmena,colmena,20,1,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,6578,302,0,False,,1,,False
colmena,colmena,20,1,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,6552,242,0,False,,1,,False
colmena,colmena,20,1,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,6589,279,0,False,,1,,False
colmena,colmena,20,1,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,6588,305,0,False,,1,,False
colmena,colmena,20,1,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,6594,288,0,False,,1,,False
colmena,colmena,20,1,auto_colision_tercero_ded,colmena-auto-full,True,6617,312,0,False,,1,,False
colmena,colmena,20,1,auto_robo_total_lim,colmena-auto-full,True,6577,278,0,False,,1,,False
colmena,colmena,20,1,auto_cristal_parabrisas_ded,colmena-auto-full,True,6685,362,0,False,,1,,False
colmena,colmena,20,1,viaje_medico_hospital_lim,colmena-viaje-internacional,True,6580,305,0,False,,1,,False
colmena,colmena,20,1,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,6522,241,0,False,,1,,False
colmena,colmena,20,1,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,6544,284,0,False,,1,,False
colmena,colmena,20,1,salud_hosp_cirugia_lim,colmena-salud-familiar,True,6494,341,0,False,,1,,False
colmena,colmena,20,1,salud_amb_consulta_ded,colmena-salud-familiar,True,6495,250,0,False,,1,,False
colmena,colmena,20,1,salud_mat_parto_lim,colmena-salud-familiar,True,6507,268,0,False,,1,,False
colmena,colmena,20,1,mascotas_vet_cirugia_lim,colmena-mascotas,True,6424,240,0,False,,1,,False
colmena,colmena,20,1,mascotas_acc_fractura_ded,colmena-mascotas,True,6491,334,0,False,,1,,False
colmena,colmena,20,1,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,6431,257,0,False,,1,,False
colmena,colmena,20,2,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,6496,236,0,False,,1,,False
colmena,colmena,20,2,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,6561,337,0,False,,1,,False
colmena,colmena,20,2,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,6600,373,0,False,,1,,False
colmena,colmena,20,2,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,6620,375,0,False,,1,,False
colmena,colmena,20,2,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,6589,356,0,False,,1,,False
colmena,colmena,20,2,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,6601,340,0,False,,1,,False
colmena,colmena,20,2,auto_colision_tercero_ded,colmena-auto-full,True,6513,251,0,False,,1,,False
colmena,colmena,20,2,auto_robo_total_lim,colmena-auto-full,True,6534,254,0,False,,1,,False
colmena,colmena,20,2,auto_cristal_parabrisas_ded,colmena-auto-full,True,6576,307,0,False,,1,,False
colmena,colmena,20,2,viaje_medico_hospital_lim,colmena-viaje-internacional,True,6510,303,0,False,,1,,False
colmena,colmena,20,2,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,6529,343,0,False,,1,,False
colmena,colmena,20,2,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,6437,250,0,False,,1,,False
colmena,colmena,20,2,salud_hosp_cirugia_lim,colmena-salud-familiar,True,6480,314,0,False,,1,,False
colmena,colmena,20,2,salud_amb_consulta_ded,colmena-salud-familiar,True,6447,253,0,False,,1,,False
colmena,colmena,20,2,salud_mat_parto_lim,colmena-salud-familiar,True,9195,338,0,False,,1,,False
colmena,colmena,20,2,mascotas_vet_cirugia_lim,colmena-mascotas,True,6370,271,0,False,,1,,False
colmena,colmena,20,2,mascotas_acc_fractura_ded,colmena-mascotas,True,6416,287,0,False,,1,,False
colmena,colmena,20,2,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,6378,241,0,False,,1,,False
colmena,colmena,50,0,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,15562,364,0,False,,1,,False
colmena,colmena,50,0,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,11185,273,0,False,,1,,False
colmena,colmena,50,0,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,11150,258,0,False,,1,,False
colmena,colmena,50,0,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,11188,270,0,False,,1,,False
colmena,colmena,50,0,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,11186,279,0,False,,1,,False
colmena,colmena,50,0,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,11393,452,0,False,,1,,False
colmena,colmena,50,0,auto_colision_tercero_ded,colmena-auto-full,True,11246,354,0,False,,1,,False
colmena,colmena,50,0,auto_robo_total_lim,colmena-auto-full,True,11194,260,0,False,,1,,False
colmena,colmena,50,0,auto_cristal_parabrisas_ded,colmena-auto-full,True,11237,272,0,False,,1,,False
colmena,colmena,50,0,viaje_medico_hospital_lim,colmena-viaje-internacional,True,11152,349,0,False,,1,,False
colmena,colmena,50,0,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,11128,276,0,False,,1,,False
colmena,colmena,50,0,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,11170,314,0,False,,1,,False
colmena,colmena,50,0,salud_hosp_cirugia_lim,colmena-salud-familiar,True,11090,235,0,False,,1,,False
colmena,colmena,50,0,salud_amb_consulta_ded,colmena-salud-familiar,True,15417,392,0,False,,1,,False
colmena,colmena,50,0,salud_mat_parto_lim,colmena-salud-familiar,True,11095,243,0,False,,1,,False
colmena,colmena,50,0,mascotas_vet_cirugia_lim,colmena-mascotas,True,11051,301,0,False,,1,,False
colmena,colmena,50,0,mascotas_acc_fractura_ded,colmena-mascotas,True,11013,248,0,False,,1,,False
colmena,colmena,50,0,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,11042,250,0,False,,1,,False
colmena,colmena,50,1,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,11317,321,0,False,,1,,False
colmena,colmena,50,1,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,11253,266,0,False,,1,,False
colmena,colmena,50,1,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,11239,246,0,False,,1,,False
colmena,colmena,50,1,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,11281,272,0,False,,1,,False
colmena,colmena,50,1,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,11294,322,0,False,,1,,False
colmena,colmena,50,1,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,11285,276,0,False,,1,,False
colmena,colmena,50,1,auto_colision_tercero_ded,colmena-auto-full,True,11311,344,0,False,,1,,False
colmena,colmena,50,1,auto_robo_total_lim,colmena-auto-full,True,11299,279,0,False,,1,,False
colmena,colmena,50,1,auto_cristal_parabrisas_ded,colmena-auto-full,True,11356,334,0,False,,1,,False
colmena,colmena,50,1,viaje_medico_hospital_lim,colmena-viaje-internacional,True,11236,329,0,False,,1,,False
colmena,colmena,50,1,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,11265,342,0,False,,1,,False
colmena,colmena,50,1,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,11210,283,0,False,,1,,False
colmena,colmena,50,1,salud_hosp_cirugia_lim,colmena-salud-familiar,True,11222,302,0,False,,1,,False
colmena,colmena,50,1,salud_amb_consulta_ded,colmena-salud-familiar,True,11199,322,0,False,,1,,False
colmena,colmena,50,1,salud_mat_parto_lim,colmena-salud-familiar,True,15541,355,0,False,,1,,False
colmena,colmena,50,1,mascotas_vet_cirugia_lim,colmena-mascotas,True,11128,289,0,False,,1,,False
colmena,colmena,50,1,mascotas_acc_fractura_ded,colmena-mascotas,True,11121,276,0,False,,1,,False
colmena,colmena,50,1,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,11118,261,0,False,,1,,False
colmena,colmena,50,2,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,15689,362,0,False,,1,,False
colmena,colmena,50,2,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,11316,313,0,False,,1,,False
colmena,colmena,50,2,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,11244,257,0,False,,1,,False
colmena,colmena,50,2,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,11320,312,0,False,,1,,False
colmena,colmena,50,2,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,11281,301,0,False,,1,,False
colmena,colmena,50,2,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,11322,335,0,False,,1,,False
colmena,colmena,50,2,auto_colision_tercero_ded,colmena-auto-full,True,11264,249,0,False,,1,,False
colmena,colmena,50,2,auto_robo_total_lim,colmena-auto-full,True,15704,416,0,False,,1,,False
colmena,colmena,50,2,auto_cristal_parabrisas_ded,colmena-auto-full,True,11312,294,0,False,,1,,False
colmena,colmena,50,2,viaje_medico_hospital_lim,colmena-viaje-internacional,True,11215,356,0,False,,1,,False
colmena,colmena,50,2,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,11227,267,0,False,,1,,False
colmena,colmena,50,2,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,11244,330,0,False,,1,,False
colmena,colmena,50,2,salud_hosp_cirugia_lim,colmena-salud-familiar,True,11210,275,0,False,,1,,False
colmena,colmena,50,2,salud_amb_consulta_ded,colmena-salud-familiar,True,11152,258,0,False,,1,,False
colmena,colmena,50,2,salud_mat_parto_lim,colmena-salud-familiar,True,11250,317,0,False,,1,,False
colmena,colmena,50,2,mascotas_vet_cirugia_lim,colmena-mascotas,True,11092,244,0,False,,1,,False
colmena,colmena,50,2,mascotas_acc_fractura_ded,colmena-mascotas,True,11122,302,0,False,,1,,False
colmena,colmena,50,2,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,11106,261,0,False,,1,,False
llamaindex,naive,5,0,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,26504,237,0,False,,0,,False
llamaindex,naive,5,0,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,26502,233,0,False,,0,,False
llamaindex,naive,5,0,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,26503,203,0,False,,0,,False
llamaindex,naive,5,0,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,26504,183,0,False,,0,,False
llamaindex,naive,5,0,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,26503,230,0,False,,0,,False
llamaindex,naive,5,0,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,26504,274,0,False,,0,,False
llamaindex,naive,5,0,auto_colision_tercero_ded,colmena-auto-full,True,26502,261,0,False,,0,,False
llamaindex,naive,5,0,auto_robo_total_lim,colmena-auto-full,True,26502,109,0,False,,0,,False
llamaindex,naive,5,0,auto_cristal_parabrisas_ded,colmena-auto-full,True,26505,254,0,False,,0,,False
llamaindex,naive,5,0,viaje_medico_hospital_lim,colmena-viaje-internacional,True,26504,163,0,False,,0,,False
llamaindex,naive,5,0,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,26503,221,0,False,,0,,False
llamaindex,naive,5,0,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,26502,220,0,False,,0,,False
llamaindex,naive,5,0,salud_hosp_cirugia_lim,colmena-salud-familiar,True,26503,282,0,False,,0,,False
llamaindex,naive,5,0,salud_amb_consulta_ded,colmena-salud-familiar,True,26501,238,0,False,,0,,False
llamaindex,naive,5,0,salud_mat_parto_lim,colmena-salud-familiar,True,26502,235,0,False,,0,,False
llamaindex,naive,5,0,mascotas_vet_cirugia_lim,colmena-mascotas,,26501,256,0,False,,0,,False
llamaindex,naive,5,0,mascotas_acc_fractura_ded,colmena-mascotas,,26504,200,0,False,,0,,False
llamaindex,naive,5,0,mascotas_acc_intoxicacion_lim,colmena-mascotas,,26505,203,0,False,,0,,False
llamaindex,naive,5,1,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,26504,237,0,False,,0,,False
llamaindex,naive,5,1,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,26502,233,0,False,,0,,False
llamaindex,naive,5,1,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,26503,203,0,False,,0,,False
llamaindex,naive,5,1,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,26504,183,0,False,,0,,False
llamaindex,naive,5,1,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,26503,230,0,False,,0,,False
llamaindex,naive,5,1,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,26504,274,0,False,,0,,False
llamaindex,naive,5,1,auto_colision_tercero_ded,colmena-auto-full,True,26502,206,0,False,,0,,False
llamaindex,naive,5,1,auto_robo_total_lim,colmena-auto-full,True,26502,254,0,False,,0,,False
llamaindex,naive,5,1,auto_cristal_parabrisas_ded,colmena-auto-full,True,26505,213,0,False,,0,,False
llamaindex,naive,5,1,viaje_medico_hospital_lim,colmena-viaje-internacional,True,26504,286,0,False,,0,,False
llamaindex,naive,5,1,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,26503,221,0,False,,0,,False
llamaindex,naive,5,1,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,26502,121,0,False,,0,,False
llamaindex,naive,5,1,salud_hosp_cirugia_lim,colmena-salud-familiar,True,26503,282,0,False,,0,,False
llamaindex,naive,5,1,salud_amb_consulta_ded,colmena-salud-familiar,True,26501,192,0,False,,0,,False
llamaindex,naive,5,1,salud_mat_parto_lim,colmena-salud-familiar,True,26502,197,0,False,,0,,False
llamaindex,naive,5,1,mascotas_vet_cirugia_lim,colmena-mascotas,,26501,256,0,False,,0,,False
llamaindex,naive,5,1,mascotas_acc_fractura_ded,colmena-mascotas,,26504,212,0,False,,0,,False
llamaindex,naive,5,1,mascotas_acc_intoxicacion_lim,colmena-mascotas,,26505,203,0,False,,0,,False
llamaindex,naive,5,2,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,26504,237,0,False,,0,,False
llamaindex,naive,5,2,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,26502,233,0,False,,0,,False
llamaindex,naive,5,2,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,26503,203,0,False,,0,,False
llamaindex,naive,5,2,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,26504,213,0,False,,0,,False
llamaindex,naive,5,2,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,26503,230,0,False,,0,,False
llamaindex,naive,5,2,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,26504,154,0,False,,0,,False
llamaindex,naive,5,2,auto_colision_tercero_ded,colmena-auto-full,True,26502,206,0,False,,0,,False
llamaindex,naive,5,2,auto_robo_total_lim,colmena-auto-full,True,26502,254,0,False,,0,,False
llamaindex,naive,5,2,auto_cristal_parabrisas_ded,colmena-auto-full,True,26505,213,0,False,,0,,False
llamaindex,naive,5,2,viaje_medico_hospital_lim,colmena-viaje-internacional,True,26504,286,0,False,,0,,False
llamaindex,naive,5,2,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,26503,221,0,False,,0,,False
llamaindex,naive,5,2,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,26502,220,0,False,,0,,False
llamaindex,naive,5,2,salud_hosp_cirugia_lim,colmena-salud-familiar,True,26503,282,0,False,,0,,False
llamaindex,naive,5,2,salud_amb_consulta_ded,colmena-salud-familiar,True,26501,238,0,False,,0,,False
llamaindex,naive,5,2,salud_mat_parto_lim,colmena-salud-familiar,True,26502,235,0,False,,0,,False
llamaindex,naive,5,2,mascotas_vet_cirugia_lim,colmena-mascotas,,26501,181,0,False,,0,,False
llamaindex,naive,5,2,mascotas_acc_fractura_ded,colmena-mascotas,,26504,212,0,False,,0,,False
llamaindex,naive,5,2,mascotas_acc_intoxicacion_lim,colmena-mascotas,,26505,236,0,False,,0,,False
llamaindex,naive,20,0,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,100179,224,0,False,,0,,False
llamaindex,naive,20,0,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,100177,175,0,False,,0,,False
llamaindex,naive,20,0,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,100178,265,0,False,,0,,False
llamaindex,naive,20,0,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,100179,305,0,False,,0,,False
llamaindex,naive,20,0,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,100178,223,0,False,,0,,False
llamaindex,naive,20,0,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,100179,262,0,False,,0,,False
llamaindex,naive,20,0,auto_colision_tercero_ded,colmena-auto-full,True,100177,216,0,False,,0,,False
llamaindex,naive,20,0,auto_robo_total_lim,colmena-auto-full,True,100177,242,0,False,,0,,False
llamaindex,naive,20,0,auto_cristal_parabrisas_ded,colmena-auto-full,True,100180,433,0,False,,0,,False
llamaindex,naive,20,0,viaje_medico_hospital_lim,colmena-viaje-internacional,True,100179,161,0,False,,0,,False
llamaindex,naive,20,0,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,100178,122,0,False,,0,,False
llamaindex,naive,20,0,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,100177,243,0,False,,0,,False
llamaindex,naive,20,0,salud_hosp_cirugia_lim,colmena-salud-familiar,True,100178,155,0,False,,0,,False
llamaindex,naive,20,0,salud_amb_consulta_ded,colmena-salud-familiar,True,100176,210,0,False,,0,,False
llamaindex,naive,20,0,salud_mat_parto_lim,colmena-salud-familiar,True,100177,195,0,False,,0,,False
llamaindex,naive,20,0,mascotas_vet_cirugia_lim,colmena-mascotas,True,100176,184,0,False,,0,,False
llamaindex,naive,20,0,mascotas_acc_fractura_ded,colmena-mascotas,True,100179,123,0,False,,0,,False
llamaindex,naive,20,0,mascotas_acc_intoxicacion_lim,colmena-mascotas,True,100180,295,0,False,,0,,False
llamaindex,naive,20,1,hogar_prem_agua_subita_ded,colmena-hogar-premium,True,100344,112,0,False,,0,,False
llamaindex,naive,20,1,hogar_prem_incendio_contenido_lim,colmena-hogar-premium,True,100342,213,0,False,,0,,False
llamaindex,naive,20,1,hogar_prem_robo_fuera_lim,colmena-hogar-premium,True,100343,112,0,False,,0,,False
llamaindex,naive,20,1,hogar_bas_agua_gradual_lim,colmena-hogar-basico,True,100344,121,0,False,,0,,False
llamaindex,naive,20,1,hogar_bas_incendio_estructura_ded,colmena-hogar-basico,True,100343,275,0,False,,0,,False
llamaindex,naive,20,1,hogar_bas_robo_domicilio_lim,colmena-hogar-basico,True,100344,217,0,False,,0,,False
llamaindex,naive,20,1,auto_colision_tercero_ded,colmena-auto-full,True,100342,263,0,False,,0,,False
llamaindex,naive,20,1,auto_robo_total_lim,colmena-auto-full,True,100342,109,0,False,,0,,False
llamaindex,naive,20,1,auto_cristal_parabrisas_ded,colmena-auto-full,True,100345,114,0,False,,0,,False
llamaindex,naive,20,1,viaje_medico_hospital_lim,colmena-viaje-internacional,True,100344,168,0,False,,0,,False
llamaindex,naive,20,1,viaje_cancela_anticipada_ded,colmena-viaje-internacional,True,100343,120,0,False,,0,,False
llamaindex,naive,20,1,viaje_equipaje_demora_ded,colmena-viaje-internacional,True,100342,216,0,False,,0,,False
llamaindex,naive,20,1,salud_hosp_cirugia_lim,colmena-salud-familiar,True,100343,154,0,False,,0,,False
llamaindex,naive,20,1,salud_amb_consulta_ded,colmena-salud-familiar,True,100341,202,0,False,,0,,False
llamaindex,naive,20,1,salud_mat_parto_lim,colmena-salud-familiar,True,100342,162,0,False,,0,,False
llamaindex,naive,20,1,mascotas_vet_cirugia_lim,colmena-mascotas,True,100341,237,0,False,,0,,False
